trial,true_choice,predicted_choice,hit,nonhit,rating,origin_true_choice_probability,origin_posterior,origin_pred_probs,origin_entropy,origin_top1_hypothesis,origin_top1_probability,origin_top3_mass
12,4,2,0,1,3,0.18857870759794088,"{""46"": 0.06656641845015665, ""47"": 0.10333326738208398, ""76"": 0.14238486572848819, ""83"": 0.07945166825010251, ""87"": 0.09700389491040297, ""98"": 0.4179865490281559, ""99"": 0.09327333625060971}","[0.10654566269082938, 0.5152556458233918, 0.18961998388783807, 0.18857870759794088]",1.705857898209187,98,0.4179865490281559,0.663704682138728
13,2,3,0,1,3,0.2794868604623783,"{""46"": 0.08378731175372892, ""68"": 0.16492736163678545, ""87"": 0.10628825976903154, ""98"": 0.29363096219110496, ""99"": 0.09850032968648448, ""110"": 0.15278944718253676, ""113"": 0.1000763277803279}","[0.23923852052082173, 0.2794868604623783, 0.43800525817673885, 0.04326936084006111]",1.848765596992137,98,0.29363096219110496,0.6113477710104271
14,1,2,0,1,1,0.3546885459192881,"{""25"": 0.2813361267562533, ""44"": 0.10666262986371204, ""96"": 0.05236566259168105, ""98"": 0.1493621302571722, ""109"": 0.1514966327418424, ""110"": 0.2587768177893389}","[0.3546885459192881, 0.37338068360578164, 0.1549827302007459, 0.11694804027418432]",1.669673975965153,25,0.2813361267562533,0.6916095772874347
15,3,3,1,0,2,0.6797272122671668,"{""26"": 0.10450588876048997, ""44"": 0.17820120406477505, ""51"": 0.08283619122946835, ""71"": 1.0449165512601655e-07, ""98"": 0.32709114960151664, ""110"": 0.19988443651170015, ""111"": 0.10748102534039469}","[0.12487095779059532, 0.10807369010683883, 0.6797272122671668, 0.08732813983539905]",1.676811175511652,98,0.32709114960151664,0.7051767901779918
16,4,4,1,0,2,0.4917139674552941,"{""26"": 0.11092912533438654, ""39"": 0.014156356247376298, ""93"": 0.08488920789307539, ""94"": 0.28557930125103825, ""98"": 0.33530801244959013, ""110"": 0.14774019709499983, ""111"": 0.02139779972953345}","[0.025244394148868733, 0.263638500710438, 0.21940313768539904, 0.4917139674552941]",1.6026392933735458,98,0.33530801244959013,0.7686275107956282
17,3,3,1,0,3,0.5436586175177199,"{""26"": 0.10226062294834956, ""32"": 0.08560850227296371, ""34"": 0.07966946879994179, ""83"": 0.08890141064340304, ""93"": 0.08380668880621653, ""94"": 0.22952013438144767, ""98"": 0.25206161889199685, ""106"": 0.07817155325568088}","[0.05789669280297713, 0.28303074611196766, 0.5436586175177199, 0.11541394356733528]",1.9525016330393044,98,0.25206161889199685,0.5838423762217941
18,4,4,1,0,1,0.546969954141788,"{""15"": 0.03316690727419482, ""34"": 0.16624154600977872, ""55"": 0.19637174316303857, ""90"": 0.035367847405710376, ""93"": 0.060391855671689684, ""98"": 0.5084601004755877}","[0.07969513458368843, 0.30255950819102373, 0.0707754030835, 0.546969954141788]",1.362523950367614,98,0.5084601004755877,0.871073389648405
19,4,4,1,0,1,0.44643741770232426,"{""15"": 0.03842814155341511, ""34"": 0.15966107609251998, ""55"": 0.17417492118629502, ""83"": 0.08921522616342771, ""88"": 0.07851710211874684, ""93"": 0.06251377163946042, ""98"": 0.3279122258372902, ""114"": 0.06957753540884482}","[0.09681272729284604, 0.3447309690053747, 0.11201888599945506, 0.44643741770232426]",1.8623421959596955,98,0.3279122258372902,0.6617482231161053
20,3,2,0,1,1,0.17162038147981964,"{""18"": 0.11154549321969728, ""30"": 0.13422207399456837, ""68"": 0.13350389799448978, ""88"": 0.10221887182242619, ""98"": 0.4129529567786832, ""99"": 0.10555670619013517}","[0.16915415766874545, 0.577433629940776, 0.17162038147981964, 0.08179183091065897]",1.6187286146163236,98,0.4129529567786832,0.6806789287677414
21,1,4,0,1,1,0.26872793292920294,"{""64"": 0.1453563846700679, ""68"": 0.20851538965152402, ""88"": 0.2906721925602943, ""98"": 0.10415428403744365, ""99"": 0.0192090570479492, ""101"": 0.01909620733791976, ""103"": 0.2129964846948012}","[0.26872793292920294, 0.2152350475587708, 0.0599670756610353, 0.4560699438509911]",1.6828592380841134,88,0.2906721925602943,0.7121840669066196
22,3,1,0,1,1,0.20655266806286238,"{""2"": 0.04308986887561137, ""15"": 0.23176462220519745, ""65"": 0.017764638726043596, ""68"": 0.3746699504602411, ""88"": 0.12201332629702212, ""98"": 0.15586061730292822, ""108"": 0.054836976132956024}","[0.41906469258817647, 0.2575447982260455, 0.20655266806286238, 0.11683784112291572]",1.619356634372298,68,0.3746699504602411,0.7622951899683668
23,4,4,1,0,1,0.449096084889163,"{""36"": 0.1397692778469377, ""68"": 0.20719894520997717, ""72"": 0.13130888062404927, ""79"": 0.08701256953389075, ""88"": 0.20811491817658878, ""98"": 0.15225382187466502, ""108"": 0.07434158673389128}","[0.1703620012739106, 0.1248933065038582, 0.25564860733306816, 0.449096084889163]",1.8866859127053852,88,0.20811491817658878,0.567567685261231
24,1,3,0,1,1,0.28767054924122826,"{""9"": 0.1476038556125754, ""25"": 0.16442124206842623, ""72"": 0.28207982251036506, ""79"": 0.21165221305758156, ""86"": 0.13504826714630574, ""108"": 0.05919459960474602}","[0.28767054924122826, 0.24922046319095426, 0.31061513256335666, 0.1524938550044609]",1.7026008707896831,72,0.28207982251036506,0.6581532776363729
25,3,3,1,0,2,0.7469434995755024,"{""25"": 0.4534209779361945, ""63"": 0.09738434157733598, ""72"": 3.03172961093456e-07, ""79"": 2.408452967908594e-07, ""91"": 0.09725272079101062, ""92"": 0.35194124234917046, ""114"": 1.733280306333848e-07}","[0.13117129478168574, 0.022748431468103528, 0.7469434995755024, 0.09913677417470822]",1.1796249350789563,25,0.4534209779361945,0.902746561862701
26,4,3,0,1,1,0.20921904946791112,"{""23"": 0.18195771782420572, ""25"": 0.21479142130449702, ""42"": 0.15664831346571956, ""63"": 0.029173556171597174, ""69"": 0.15464842536761533, ""79"": 2.005140606396773e-06, ""91"": 0.058278656113342174, ""92"": 0.2044999046124165}","[0.38408460466831007, 0.012904400376435912, 0.39379194548734286, 0.20921904946791112]",1.8128525684190513,25,0.21479142130449702,0.6012490437411193
27,4,2,0,1,1,0.09368376907800477,"{""10"": 0.1475887519680616, ""23"": 0.08379167800465592, ""25"": 0.2044459071779637, ""27"": 0.2190700119518197, ""102"": 0.17474112812580567, ""110"": 0.17036252277169342}","[0.17761101881845634, 0.4190274226613771, 0.30967778944216173, 0.09368376907800477]",1.753655494561124,27,0.2190700119518197,0.598257047255589
28,4,4,1,0,2,0.5055270943538422,"{""10"": 0.13343081214897565, ""23"": 0.011216858454109899, ""27"": 0.06816282228653155, ""49"": 0.0680187403086279, ""73"": 0.039277168831730665, ""79"": 0.31294248927362694, ""101"": 0.3669511086963974}","[0.017373222961319667, 0.23230021430880016, 0.24479946837603794, 0.5055270943538422]",1.5436074723806648,101,0.3669511086963974,0.813324410119
29,1,1,1,0,1,0.750262714173994,"{""10"": 0.1119560705503802, ""27"": 0.07622854463941092, ""45"": 0.07185247384740061, ""79"": 0.2570876660233677, ""83"": 0.10628201321188109, ""101"": 0.2892214224855152, ""107"": 0.08737180924204416}","[0.750262714173994, 0.03975494086700513, 0.1313130914665083, 0.07866925349249251]",1.7897892011032421,101,0.2892214224855152,0.658265159059263
30,2,3,0,1,1,0.12402390811080956,"{""16"": 0.04209848012129199, ""56"": 0.09957968197277887, ""79"": 0.3110733430483519, ""83"": 0.16907660005894512, ""97"": 0.08026833959265563, ""101"": 0.1823014213715092, ""107"": 0.11560213383446721}","[0.05411450723565012, 0.12402390811080956, 0.5927517081221948, 0.22910987653134546]",1.7890178879343914,79,0.3110733430483519,0.6624513644788061
31,1,3,0,1,1,0.16592512480439395,"{""56"": 0.16252295270515238, ""62"": 0.07993239962050117, ""79"": 0.4221694621716235, ""83"": 0.03741114906948021, ""94"": 0.06487039581139532, ""96"": 0.09812576967079964, ""97"": 0.13496787095104776}","[0.16592512480439395, 0.11438890332561977, 0.37252705274815284, 0.3471589191218334]",1.6597774597325776,79,0.4221694621716235,0.7196602858278236
32,2,3,0,1,1,0.2235558273445763,"{""18"": 0.06352686358749308, ""30"": 0.03462916275407611, ""38"": 0.1451538386470737, ""56"": 0.191072319380299, ""79"": 0.25612425638469893, ""96"": 0.17726054847432876, ""115"": 0.13223301077203045}","[0.2009740602204, 0.2235558273445763, 0.35023026734019785, 0.22523984509482575]",1.8110262447523204,79,0.25612425638469893,0.6244571242393266
33,4,1,0,1,1,0.20934762342118182,"{""40"": 0.11193900540314655, ""66"": 0.12661436386079322, ""79"": 0.2585493893494075, ""86"": 0.1523173219646596, ""91"": 0.1513999799299285, ""96"": 0.19917993949206467}","[0.3091259497625738, 0.25510681649569034, 0.22641961032055416, 0.20934762342118182]",1.7503508752623749,79,0.2585493893494075,0.6100466508061319
34,1,4,0,1,1,0.17139717204696206,"{""21"": 0.027144391496166875, ""40"": 0.04661357141069208, ""79"": 0.3534215918253681, ""91"": 0.17400803108685095, ""102"": 0.03593085719965649, ""104"": 0.03366043037883072, ""115"": 0.32922112660243474}","[0.17139717204696206, 0.34131918807743084, 0.11721756721708682, 0.3700660726585204]",1.5121226736003268,79,0.3534215918253681,0.8566507495146537
35,2,1,0,1,1,0.3201281205754105,"{""18"": 0.27205549541823726, ""35"": 0.25532406492122617, ""40"": 3.146294277134458e-08, ""42"": 0.378955177017555, ""79"": 1.596808442737681e-07, ""91"": 0.09366492089039936, ""115"": 1.506087952973216e-07}","[0.3517243759098064, 0.3201281205754105, 0.2185805268308934, 0.1095669766838897]",1.29224323476929,42,0.378955177017555,0.9063347373570184
36,4,4,1,0,1,0.5573578303907523,"{""18"": 0.05367469354171586, ""35"": 0.06053453316374675, ""42"": 0.3017767220534585, ""55"": 0.16710940533616184, ""71"": 0.16183834584728526, ""79"": 4.4353818070154607e-07, ""91"": 0.12433780005395147, ""95"": 0.13072805646549976}","[0.13779772979605773, 0.07966660581749567, 0.22517783399569433, 0.5573578303907523]",1.8072228159407848,42,0.3017767220534585,0.6307244732369056
37,2,1,0,1,2,0.20146550943587155,"{""0"": 0.11065224639697668, ""23"": 0.09121352582029059, ""27"": 0.12910205495497654, ""48"": 0.11436092079308227, ""55"": 0.2793514697023695, ""71"": 0.2753197823323043}","[0.5883118500847647, 0.20146550943587155, 0.18594039143759797, 0.024282249041765895]",1.685638701608025,55,0.2793514697023695,0.6837733069896503
38,1,1,1,0,1,0.7919624998555516,"{""27"": 0.12573512829602165, ""48"": 0.12244958278590125, ""49"": 0.11608156641487255, ""54"": 0.11048445141622894, ""55"": 0.25527459645346856, ""73"": 0.16587549009783317, ""103"": 0.10409918453567396}","[0.7919624998555516, 0.1604121322657496, 0.035558959549179266, 0.012066408329519466]",1.8933031482231497,55,0.25527459645346856,0.5468852148473233
39,1,2,0,1,1,0.3152012245357849,"{""41"": 0.16638808203100494, ""44"": 0.1601999035123092, ""52"": 0.15944411247405765, ""55"": 0.30406306576134773, ""59"": 0.06170749704496739, ""103"": 0.14819733917631292}","[0.3152012245357849, 0.45505862098529437, 0.19157189726185284, 0.03816825721706788]",1.7013444563001072,55,0.30406306576134773,0.6306510513046618
40,1,2,0,1,1,0.17831596969263436,"{""0"": 0.08531184755084144, ""31"": 0.10842147947220047, ""41"": 0.18720861471224484, ""49"": 0.07473327887045961, ""52"": 0.15297381240713856, ""55"": 0.3174536509197523, ""71"": 0.0738973160673627}","[0.17831596969263436, 0.5036096482193964, 0.22790938790707393, 0.09016499418089528]",1.8023613560390295,55,0.3174536509197523,0.6576360780391357
41,2,2,1,0,1,0.4365567232055467,"{""0"": 0.45398525707993487, ""32"": 0.2076146110728076, ""39"": 7.380553090028642e-08, ""49"": 0.10286663372266061, ""55"": 0.2355333718167248, ""84"": 5.250234123985588e-08}","[0.09263305615618592, 0.4365567232055467, 0.3271650719113332, 0.14364514872693415]",1.2594052002722491,0,0.45398525707993487,0.8971332399694674
42,2,1,0,1,1,0.1203079911107452,"{""0"": 0.08574463026622699, ""32"": 0.17021744279256287, ""39"": 2.1788169895065023e-07, ""45"": 0.043176234799154105, ""49"": 0.14963728103899182, ""54"": 0.07876773504089771, ""55"": 0.36063132430810146, ""109"": 0.11182513387236616}","[0.4103676976256122, 0.1203079911107452, 0.29330055219832724, 0.17602375906531545]",1.7449120740483288,55,0.36063132430810146,0.6804860481396562
43,3,1,0,1,1,0.2488031440689238,"{""21"": 0.10240039554920823, ""32"": 0.44502116772070716, ""55"": 0.3383713822962889, ""56"": 0.030853448360407917, ""57"": 0.03609986161029406, ""74"": 5.0995285764397593e-08, ""109"": 0.04725369346780791}","[0.295851526995842, 0.22074123106493504, 0.2488031440689238, 0.23460409787029923]",1.3317818244866328,32,0.44502116772070716,0.8857929455662042
44,3,1,0,1,1,0.2604792739648186,"{""21"": 0.105125013258956, ""32"": 0.38636396957529884, ""55"": 0.36685328369378345, ""56"": 0.05311755017382466, ""57"": 0.025750641271767946, ""59"": 0.02818537562345055, ""83"": 3.47275854347208e-08, ""93"": 0.03460413167533303}","[0.47819028106546463, 0.20906501669684505, 0.2604792739648186, 0.05226542827287174]",1.4392417852002346,32,0.38636396957529884,0.8583422665280382
45,4,4,1,0,1,0.5120359353485745,"{""26"": 0.11612386703944315, ""32"": 0.30948789297499485, ""55"": 0.3415936279277987, ""57"": 0.020964104304612218, ""59"": 0.011722660731387809, ""67"": 0.13637234794268632, ""111"": 0.0637354990790771}","[0.10885757167514352, 0.10025949470623484, 0.2788469982700472, 0.5120359353485745]",1.5602369406156877,55,0.3415936279277987,0.78745386884548
46,2,1,0,1,1,0.1825292021934977,"{""1"": 0.07443986174087576, ""17"": 0.2837941353050724, ""26"": 0.07389505329268577, ""32"": 0.17935614893675045, ""42"": 0.09826368474013356, ""55"": 0.28185411188465087, ""59"": 0.00839700409983116}","[0.5483041319336591, 0.1825292021934977, 0.12090681775773841, 0.14825984811510487]",1.6765733720132385,17,0.2837941353050724,0.7450043961264737
47,1,1,1,0,2,0.6864338533141385,"{""13"": 0.2654206327864964, ""17"": 0.3418747671722356, ""26"": 0.05658364697362455, ""36"": 0.045604326240395295, ""42"": 0.18002556993147337, ""77"": 0.059374450069316374, ""103"": 0.0511166068264584}","[0.6864338533141385, 0.199853505337553, 0.0988738141291884, 0.014838827219120165]",1.6506790452763884,17,0.3418747671722356,0.7873209698902054
48,3,3,1,0,2,0.35853509907829745,"{""6"": 0.07293310776824737, ""13"": 0.016324487542494742, ""17"": 0.07538571530006315, ""28"": 0.06396532353371757, ""42"": 0.32217076657271343, ""100"": 0.2819747086390918, ""101"": 0.16724589064367196}","[0.28413350099609713, 0.33455755936657156, 0.35853509907829745, 0.022773840559033993]",1.6498416565178062,42,0.32217076657271343,0.7713913658554772
49,2,2,1,0,1,0.5417650853980615,"{""6"": 0.10520521928860554, ""7"": 0.08419788290017391, ""42"": 0.6136412105567393, ""47"": 0.012476705128424831, ""48"": 0.03707614332353207, ""70"": 0.09799847780798539, ""100"": 0.04940436099453907}","[0.2861763399497373, 0.5417650853980615, 0.05631165027716973, 0.1157469243750315]",1.298008794027735,42,0.6136412105567393,0.8168449076533302
50,2,2,1,0,1,0.6580557166993914,"{""6"": 0.12421865306016545, ""42"": 0.46096858393322127, ""48"": 0.05104271353785618, ""55"": 0.06902497216289631, ""70"": 0.11694024941913703, ""79"": 0.05251934162576171, ""100"": 0.0678540762661143, ""106"": 0.05743140999484773}","[0.09798669622263319, 0.6580557166993914, 0.064326213857219, 0.17963137322075645]",1.7048123914555933,42,0.46096858393322127,0.7021274864125238
51,3,3,1,0,1,0.5820775235168882,"{""6"": 0.13483642862957743, ""42"": 0.65130707439093, ""44"": 0.008396101801952454, ""55"": 0.04602253579782428, ""96"": 0.027419310202101296, ""98"": 0.008295030216810287, ""106"": 0.12372351896080423}","[0.011472907236030921, 0.0764443833698704, 0.5820775235168882, 0.3300051858772105]",1.1281638474773845,42,0.65130707439093,0.9098670219813118
52,1,1,1,0,2,0.7880333627995326,"{""6"": 0.18628595440331658, ""39"": 0.008004178686725557, ""42"": 0.5490707562401294, ""44"": 0.01252288819982264, ""55"": 0.058788786793683774, ""93"": 0.018511506470463457, ""96"": 0.011736005060253662, ""106"": 0.15507992414560504}","[0.7880333627995326, 0.05682948291612081, 0.07073948723272105, 0.08439766705162553]",1.3173798043733722,42,0.5490707562401294,0.890436634789051
53,3,3,1,0,2,0.5348993669928434,"{""6"": 0.14147468321110093, ""12"": 0.02235639212225247, ""42"": 0.5414725188503644, ""44"": 0.025702856923711447, ""55"": 0.040467985916034045, ""93"": 0.008884913372442698, ""106"": 0.16906538335432725, ""113"": 0.050575266249766715}","[0.3140351816081244, 0.05413661996707659, 0.5348993669928434, 0.09692883143195563]",1.4111145806005303,42,0.5414725188503644,0.8520125854157925
54,2,3,0,1,1,0.1960755329416936,"{""1"": 0.0365552516508556, ""6"": 0.15408188011683235, ""42"": 0.7023488877463718, ""52"": 0.0057700190030768855, ""74"": 5.9881244448293945e-09, ""106"": 0.09783159322933148, ""113"": 0.003412362265407385}","[0.19985328950724077, 0.1960755329416936, 0.4605533994024164, 0.14351777814864916]",0.933829831178891,42,0.7023488877463718,0.9542623610925356
55,4,4,1,0,2,0.65995321191335,"{""1"": 0.08534883744327344, ""6"": 0.19248177649813691, ""27"": 0.018513155336589007, ""42"": 0.5668508664359216, ""52"": 0.0039014254658620746, ""55"": 0.05843335294788453, ""75"": 0.03444226174395515, ""106"": 0.03417846771691266, ""113"": 0.005849856411464478}","[0.03150581986553653, 0.1850795314347674, 0.12346143678634613, 0.65995321191335]",1.371906602720885,42,0.5668508664359216,0.844681480377332
56,1,1,1,0,1,0.49011797967425147,"{""1"": 0.11905543155781305, ""6"": 0.14742368353685656, ""10"": 0.0250411186733203, ""42"": 0.47880203705728847, ""55"": 0.07116715913691617, ""75"": 0.04643202349061949, ""80"": 0.05454621442244058, ""106"": 0.057532332124745275}","[0.49011797967425147, 0.17007966286735685, 0.274229417434303, 0.06557294002408862]",1.6341069651506177,42,0.47880203705728847,0.7452811521519581
57,3,1,0,1,2,0.2525027035283205,"{""33"": 0.03561380203451605, ""42"": 0.48337034907725274, ""51"": 0.07462298054052453, ""55"": 0.10577960459266118, ""68"": 0.0935991008979217, ""80"": 0.12422542133469265, ""103"": 0.08278874152243101}","[0.3969038458785604, 0.22803746051682813, 0.2525027035283205, 0.1225559900762909]",1.5885303653838618,42,0.48337034907725274,0.7133753750046066
58,2,3,0,1,2,0.36914364941318745,"{""0"": 0.15336542196454478, ""3"": 0.18209830614484585, ""18"": 0.1091312464074245, ""42"": 0.38328548025833803, ""51"": 0.05242621521221338, ""55"": 0.06484196719262073, ""74"": 3.4573477452736256e-08, ""103"": 0.05485132824653547}","[0.13576620349249416, 0.36914364941318745, 0.4095443609248212, 0.08554578616949733]",1.6982169750246219,42,0.38328548025833803,0.7187492083677287
59,1,1,1,0,2,0.5514758980652344,"{""3"": 0.23552009382081251, ""18"": 0.14959105549521506, ""42"": 0.23547943983409061, ""48"": 0.08243994900746285, ""55"": 0.052004704710789065, ""67"": 0.11471106733936147, ""90"": 0.13025368979226848}","[0.5514758980652344, 0.08205698698720766, 0.26929361860970646, 0.09717349633785151]",1.8386598906429277,3,0.23552009382081251,0.6205905891501182
60,2,2,1,0,1,0.5086327215014433,"{""18"": 0.06942323593797997, ""31"": 0.07440065031537028, ""38"": 0.1621343119293705, ""42"": 0.5067672096786081, ""46"": 0.08298261227813922, ""99"": 0.10429197986053194}","[0.08290426674210452, 0.5086327215014433, 0.26236630882767775, 0.14609670292877447]",1.4602430318159678,42,0.5067672096786081,0.7731935014685105
61,4,4,1,0,1,0.6608218328696268,"{""18"": 0.014245715748676632, ""38"": 0.013461364621120108, ""42"": 0.6513416128303939, ""46"": 0.026630217933912362, ""48"": 0.12297220991344703, ""93"": 0.14298952816550994, ""100"": 0.028359350786939914}","[0.0789830144252622, 0.04020260435253587, 0.2199925483525751, 0.6608218328696268]",1.1312264448824507,42,0.6513416128303939,0.9173033509093509
62,2,2,1,0,1,0.7115028138177438,"{""42"": 0.7661672955041049, ""46"": 0.013895756634508698, ""47"": 0.08836603150961952, ""48"": 0.0798980510635665, ""72"": 1.1776320363875516e-08, ""93"": 0.024447045931110568, ""100"": 0.014708913904792467, ""112"": 0.012516893675976956}","[0.10575405577168939, 0.7115028138177438, 0.09521454571686894, 0.08752858469369794]",0.8874182634452529,42,0.7661672955041049,0.9344313780772909
63,4,4,1,0,1,0.6941609537131431,"{""19"": 0.03125287805153027, ""42"": 0.7482132820598477, ""46"": 0.00481279545327108, ""47"": 0.010624492168206651, ""48"": 0.11045266735860194, ""51"": 0.006466104274696743, ""92"": 0.04581424452183429, ""93"": 0.03802939554257287, ""112"": 0.004334140569438423}","[0.16808904177178904, 0.027849308536077, 0.10990069597899095, 0.6941609537131431]",0.9644223264073857,42,0.7482132820598477,0.9044801939402839
64,1,1,1,0,1,0.5447320525638518,"{""19"": 0.04913712849401282, ""21"": 0.013989229215600951, ""42"": 0.7906528241125547, ""47"": 0.02435102464066164, ""48"": 0.07066582518559311, ""57"": 0.019337189703645515, ""92"": 0.016585302624558255, ""93"": 0.0110150646765311, ""111"": 0.004266411346842053}","[0.5447320525638518, 0.07181878895748509, 0.08017553389279496, 0.3032736245858682]",0.8884527551458566,42,0.7906528241125547,0.9104557777921606
65,3,3,1,0,2,0.5312914460240491,"{""19"": 0.011441363628607594, ""21"": 0.01665973613883593, ""42"": 0.8030214007594241, ""45"": 0.0033400261967468864, ""47"": 0.007004133602108248, ""48"": 0.09874666583090533, ""50"": 0.020960490181399644, ""57"": 0.006344274766470252, ""72"": 0.03248190889550215}","[0.014689893098169596, 0.06455076514689631, 0.5312914460240491, 0.38946789573088497]",0.8023757274836879,42,0.8030214007594241,0.9342499754858316
66,3,3,1,0,1,0.8355340078575404,"{""16"": 0.01358654003094787, ""19"": 0.01942704545307476, ""21"": 0.032535963501118925, ""42"": 0.6928318067284942, ""47"": 0.0021963411615085818, ""48"": 0.18165597931403507, ""50"": 0.016896792099387197, ""55"": 0.023539384986386636, ""91"": 0.017330146725046788}","[0.046696411072834634, 0.08102214223399545, 0.8355340078575404, 0.03674743883562946]",1.0514271870188105,42,0.6928318067284942,0.9070237495436482
67,1,1,1,0,2,0.4777481320385001,"{""2"": 0.0019999727106452744, ""19"": 0.0022560644272456368, ""29"": 0.005349922166101338, ""42"": 0.733039009220889, ""48"": 0.1586872138938028, ""50"": 0.008087818068920019, ""55"": 0.04214179160962928, ""91"": 0.03269936525178688, ""103"": 0.01573884265097969}","[0.4777481320385001, 0.27061052558295656, 0.020880917401901934, 0.23076042497664134]",0.923526014772232,42,0.733039009220889,0.9338680147243211
68,2,2,1,0,1,0.6456823358954062,"{""41"": 2.0040706392705343e-09, ""42"": 0.6751590172955487, ""47"": 0.0010681542930460733, ""48"": 0.19314578455493067, ""50"": 0.018769392058402504, ""55"": 0.05448411607257826, ""59"": 0.0024203297448741803, ""91"": 0.0325136999303034, ""103"": 0.02243950404624559}","[0.21134474584264198, 0.6456823358954062, 0.024089529391640843, 0.11888338887031089]",1.0344415219047773,42,0.6751590172955487,0.9227889179230577
69,4,4,1,0,2,0.7575773248824558,"{""0"": 0.002080437657052952, ""30"": 0.002630869568460881, ""42"": 0.6269560127736302, ""48"": 0.18778983029079943, ""50"": 0.00630215343484088, ""55"": 0.08350074066375389, ""91"": 0.050233038280100305, ""103"": 0.029177156192037635, ""106"": 0.011329761139323768}","[0.13085911184915305, 0.06449817572572368, 0.0470653875426676, 0.7575773248824558]",1.178644923982834,42,0.6269560127736302,0.8982465837281836
