trial,true_choice,predicted_choice,hit,nonhit,rating,origin_true_choice_probability,origin_posterior,origin_pred_probs,origin_entropy,origin_top1_hypothesis,origin_top1_probability,origin_top3_mass
12,1,3,0,1,2,0.28207236807371633,"{""16"": 0.14933494966899238, ""27"": 0.17192842751230705, ""46"": 0.17373734774295438, ""76"": 0.15076195682046625, ""79"": 0.17372598704614944, ""89"": 0.18051133120913035}","[0.28207236807371633, 0.07586979896215464, 0.4552826047399733, 0.18677522822415565]",1.7891038207868348,89,0.18051133120913035,0.5279746659982342
13,1,1,1,0,2,0.5654006277108671,"{""16"": 0.07007615807952379, ""24"": 0.18754572298895508, ""27"": 0.3038834587555792, ""53"": 0.1587889434241402, ""76"": 1.724680168082988e-07, ""89"": 1.865245172169883e-07, ""112"": 0.27970535775926764}","[0.5654006277108671, 0.055623149735678445, 0.3343878312271164, 0.04458839132633818]",1.5106903717333484,27,0.3038834587555792,0.771134539503802
14,3,4,0,1,3,0.2758857448047812,"{""24"": 0.1347475497784588, ""27"": 0.22872442166889198, ""34"": 0.056601594292434734, ""45"": 0.17913179458551132, ""53"": 0.06858892458973895, ""104"": 0.2600385019143265, ""112"": 0.07216721317063765}","[0.08190038727107893, 0.255172662304445, 0.2758857448047812, 0.38704120561969474]",1.8018452444825286,104,0.2600385019143265,0.6678947181687298
15,3,3,1,0,3,0.49837197242022324,"{""11"": 0.035441127634444854, ""27"": 0.3435609465841227, ""54"": 0.10631889260596968, ""71"": 0.36489629456969136, ""104"": 0.07983811184351475, ""112"": 0.06994462676225684}","[0.03954164581542346, 0.12528698313334596, 0.49837197242022324, 0.3367993986310074]",1.47945512027295,71,0.36489629456969136,0.8147761337597837
16,3,3,1,0,4,0.6436137695014313,"{""11"": 0.06797490118995779, ""14"": 0.16098954249058522, ""27"": 0.21164846305161797, ""54"": 0.13317541663877444, ""55"": 0.1272270333967613, ""71"": 0.22425094731316753, ""108"": 0.07473369591913558}","[0.09874217033033515, 0.06349702150438433, 0.6436137695014313, 0.1941470386638492]",1.8653527822415568,71,0.22425094731316753,0.5968889528553707
17,1,1,1,0,5,0.7517312810199149,"{""0"": 0.46436491061861007, ""14"": 0.07197531085312137, ""69"": 1.2033335506787954e-07, ""71"": 1.6305311905935354e-07, ""97"": 0.24953169114786009, ""108"": 0.2141278039939343}","[0.7517312810199149, 0.1481303282369074, 0.07121362406134518, 0.028924766681832654]",1.2220119902644824,0,0.46436491061861007,0.9280244057604045
18,1,1,1,0,4,0.7357068494951238,"{""0"": 0.30601060594341944, ""14"": 0.05017771131550638, ""33"": 0.011524870940308699, ""44"": 0.23836124525451097, ""71"": 2.2780328892235916e-10, ""76"": 3.961495513517147e-08, ""97"": 0.2182116242427686, ""108"": 0.17571390246072746}","[0.7357068494951238, 0.09564898047331864, 0.15027343615526825, 0.018370733876289354]",1.5434703454785854,0,0.30601060594341944,0.762583475440699
19,2,3,0,1,5,0.2489103370415492,"{""0"": 0.20245238932857682, ""14"": 0.09804503806246787, ""20"": 0.12260962201648568, ""44"": 0.17847355237163412, ""45"": 0.12118322542285627, ""101"": 0.13492978023447436, ""108"": 0.14230639256350475}","[0.1871115661438712, 0.2489103370415492, 0.4182357715446977, 0.14574232526988187]",1.9194339281209682,0,0.20245238932857682,0.5232323342637157
20,2,1,0,1,4,0.0916290476245886,"{""0"": 0.1529943411788937, ""7"": 0.04439729672032252, ""14"": 0.08054872445528377, ""44"": 0.04988829442295848, ""57"": 0.5988600307909648, ""58"": 0.07331131243157672}","[0.6205184564153644, 0.0916290476245886, 0.23561167160793783, 0.052240824352109194]",1.2765779016799024,57,0.5988600307909648,0.8324030964251423
21,1,1,1,0,6,0.7649443342768251,"{""0"": 0.33783968623975996, ""1"": 0.20502632208354143, ""7"": 0.039805908684532876, ""13"": 0.025978881885998267, ""14"": 0.04133056224198275, ""44"": 0.04381068170034994, ""47"": 0.2007150168339966, ""57"": 0.10549294032983819}","[0.7649443342768251, 0.15680849795039103, 0.051429270121319516, 0.02681789765146449]",1.742972759772346,0,0.33783968623975996,0.7435810251572981
22,2,1,0,1,3,0.29205914160438085,"{""1"": 0.15313368399324084, ""28"": 0.1544607705750791, ""47"": 0.16278867226104946, ""50"": 0.11608303253862061, ""53"": 0.14018754739318698, ""57"": 0.1323554468786344, ""58"": 0.14099084636018863}","[0.4108345168693469, 0.29205914160438085, 0.27805516247171114, 0.019051179054561124]",1.9406446858499613,47,0.16278867226104946,0.4703831268293694
23,1,3,0,1,2,0.23113167121387865,"{""1"": 0.23590125434291656, ""47"": 0.48646068958024696, ""50"": 0.0580016757104683, ""52"": 0.11782828465772047, ""67"": 7.7140500080341e-08, ""109"": 0.10180801856814772}","[0.23113167121387865, 0.031199354335899716, 0.6578538272132181, 0.07981514723700357]",1.3409900497541432,47,0.48646068958024696,0.840190228580884
24,2,1,0,1,6,0.22984792925171926,"{""1"": 0.13020485803747614, ""17"": 0.19070446912809141, ""43"": 0.11406221314596275, ""47"": 0.11889159462177178, ""50"": 0.11970351865637378, ""52"": 0.1336316253394168, ""57"": 0.07044603260415118, ""109"": 0.12235568846675611}","[0.3147204988558297, 0.22984792925171926, 0.259153953003832, 0.196277618888619]",2.049249638364353,17,0.19070446912809141,0.4545409525049844
25,2,3,0,1,4,0.3094992174440316,"{""1"": 0.19743609491865877, ""20"": 0.24459262668098053, ""50"": 0.17049613369224348, ""74"": 0.1378260674328932, ""77"": 0.08856586894339405, ""115"": 0.1610832083318299}","[0.17597387506930992, 0.3094992174440316, 0.38985344328082344, 0.12467346420583508]",1.7482835601824263,20,0.24459262668098053,0.6125248552918827
26,3,1,0,1,3,0.07055917406217224,"{""16"": 0.06604502345815293, ""20"": 0.39925455925244163, ""74"": 0.07578226168164483, ""77"": 0.03240988474409984, ""81"": 0.08114909431836512, ""83"": 0.17324689228506526, ""89"": 0.1721122842602305}","[0.44466850880909453, 0.36003444786620353, 0.07055917406217224, 0.12473786926252967]",1.663064686057427,20,0.39925455925244163,0.7446137357977374
27,1,3,0,1,3,0.24125051905116413,"{""20"": 0.205410479360197, ""46"": 0.08258165546718808, ""51"": 0.15541524820607894, ""74"": 0.09555688747575766, ""89"": 0.18404541587950338, ""98"": 0.1148325263688971, ""113"": 0.1621577872423779}","[0.24125051905116413, 0.14561134062088246, 0.5720546252645098, 0.04108351506344355]",1.8998038227200607,20,0.205410479360197,0.5516136824820783
28,1,1,1,0,4,0.3504138697685648,"{""10"": 0.09527230253055385, ""20"": 0.12062264411897997, ""79"": 0.15702524186834874, ""83"": 0.09627217687698471, ""98"": 0.38212069875506904, ""100"": 0.14868693585006373}","[0.3504138697685648, 0.07077278365862982, 0.28450630768318486, 0.29430703888962045]",1.6461466135354241,98,0.38212069875506904,0.6878328764734816
29,3,4,0,1,2,0.23813227415867508,"{""10"": 0.09090091165864334, ""14"": 0.154047262899138, ""20"": 0.11459315248432246, ""60"": 0.18358862590838632, ""68"": 0.18198958184117978, ""79"": 0.11874022070067901, ""98"": 0.15614024450765115}","[0.15767035387002387, 0.21088986923142156, 0.23813227415867508, 0.39330750273987947]",1.9186091349358994,60,0.18358862590838632,0.5217184522572172
30,4,4,1,0,5,0.456122006092412,"{""14"": 0.18650095375099365, ""39"": 0.17984009090784409, ""50"": 0.16206244632904204, ""60"": 0.21751234463520078, ""83"": 0.09409491713569194, ""90"": 0.15998924724122757}","[0.017044055953775283, 0.2180785359106192, 0.30875540204319357, 0.456122006092412]",1.764068718749692,60,0.21751234463520078,0.5838533892940385
31,4,3,0,1,4,0.040987413770799945,"{""14"": 0.023828776434941475, ""39"": 1.198937552708462e-07, ""50"": 0.23608009366743568, ""60"": 0.23018929314028083, ""83"": 9.382288392971553e-08, ""85"": 1.3761799491827296e-07, ""107"": 0.509901485422708}","[0.17055955323318803, 0.38869609074684, 0.39975694224917196, 0.040987413770799945]",1.1114041128203778,107,0.509901485422708,0.9761708722304244
32,3,1,0,1,6,0.25544862122133016,"{""4"": 0.5008391169535956, ""14"": 0.03248932516929328, ""50"": 0.15006692451388615, ""60"": 0.09660432515745805, ""81"": 1.0069575816251742e-07, ""85"": 5.742837345062188e-10, ""104"": 0.06078594745392576, ""107"": 0.15921425948179913}","[0.40193738792225925, 0.2616371457462471, 0.25544862122133016, 0.08097684511016348]",1.4308396060093431,4,0.5008391169535956,0.8101203009492809
33,3,4,0,1,5,0.040238638789579874,"{""4"": 0.22200821367623283, ""50"": 0.09822570049613638, ""53"": 0.15172299349145518, ""56"": 0.0791422841788017, ""60"": 0.11483162730421785, ""83"": 0.16031763005399557, ""107"": 0.17375155079916046}","[0.01542472310888734, 0.25594361461153814, 0.040238638789579874, 0.6883930234899948]",1.895005375672302,4,0.22200821367623283,0.5560773945293889
34,3,1,0,1,6,0.14078781458261458,"{""50"": 0.24076811190794375, ""51"": 0.1485868222969554, ""52"": 0.12341363539623983, ""60"": 0.2354019145010472, ""79"": 0.1287145407437753, ""105"": 0.12311497515403842}","[0.5120899253145518, 0.30898174667845596, 0.14078781458261458, 0.03814051342437758]",1.746601976564571,50,0.24076811190794375,0.6247568487059464
35,4,2,0,1,4,0.3659963499562938,"{""1"": 0.20119343522556152, ""43"": 0.1615750925459325, ""50"": 0.15596713001799098, ""51"": 0.08319863798745726, ""60"": 0.11565436444571135, ""95"": 0.20519620328448687, ""105"": 0.07721513649285963}","[0.02600660505268545, 0.3983638371045887, 0.20963320788643192, 0.3659963499562938]",1.8860390092598687,95,0.20519620328448687,0.5679647310559809
36,1,1,1,0,4,0.3820023040608165,"{""1"": 0.28162041896363654, ""2"": 0.2033205998724649, ""5"": 0.3016081695441128, ""77"": 0.06893320521059715, ""95"": 0.06526304362164874, ""105"": 0.07925456278753987}","[0.3820023040608165, 0.1751578735467174, 0.32922391893524694, 0.1136159034572192]",1.6056792122762804,5,0.3016081695441128,0.7865491883802141
37,4,4,1,0,6,0.6336225697492222,"{""1"": 0.22877672661045428, ""2"": 0.17528589798358352, ""4"": 0.12556567037277486, ""5"": 0.20471797008821044, ""40"": 2.7496614203140514e-08, ""57"": 0.07135250365321665, ""99"": 0.13183067236050897, ""105"": 0.06247053143463707}","[0.022614531072449075, 0.13937815969516895, 0.20438473948315986, 0.6336225697492222]",1.8566612678023362,1,0.22877672661045428,0.6087805946822482
38,1,3,0,1,4,0.19428046595557902,"{""24"": 0.05377950685836572, ""47"": 0.18501533449099714, ""57"": 0.2126267060376416, ""91"": 0.12185524547398253, ""99"": 0.14163616223620085, ""113"": 0.2850870449028122}","[0.19428046595557902, 0.18840229620552557, 0.36507519109063585, 0.25224204674825945]",1.6896576416629363,113,0.2850870449028122,0.6827290854314509
39,4,2,0,1,6,0.31021238217054353,"{""47"": 0.13670302492504294, ""77"": 0.15244548112252918, ""81"": 0.10849725942301922, ""97"": 0.14363963006470537, ""98"": 0.13625247273492408, ""99"": 0.15887521334681387, ""113"": 0.1635869183829654}","[0.036776707853485656, 0.572436198825442, 0.08057471115052885, 0.31021238217054353]",1.9384911525354693,113,0.1635869183829654,0.4749076128523084
40,3,1,0,1,6,0.06519241561359797,"{""9"": 0.23164802891659345, ""61"": 0.1354564412899572, ""68"": 7.544061832739452e-08, ""77"": 6.953744363228193e-08, ""98"": 0.061086491779030375, ""113"": 0.5718088930363571}","[0.7616542314700862, 0.0662005331204343, 0.06519241561359797, 0.1069528197958817]",1.0999656325692093,113,0.5718088930363571,0.9389133632429076
41,1,2,0,1,3,0.2887397641353866,"{""9"": 0.19717725606021372, ""61"": 0.1465976737285775, ""68"": 0.0007383889076159632, ""77"": 0.0007869257937762497, ""98"": 0.10436542179190807, ""104"": 0.14813714668662822, ""107"": 0.1376192019610659, ""113"": 0.26457798507021446}","[0.2887397641353866, 0.29499603866534835, 0.25553987927148436, 0.16072431792778077]",1.7560325023041927,113,0.26457798507021446,0.6098923878170565
42,2,4,0,1,4,0.19430239554701043,"{""8"": 0.18581733796470606, ""9"": 0.029384697565638215, ""16"": 0.057918206269703065, ""61"": 0.18912971447562804, ""64"": 0.2159390952222687, ""104"": 0.1446614607802621, ""113"": 0.1771494877217937}","[0.20893003248228223, 0.19430239554701043, 0.23744862268877076, 0.35931894928193664]",1.8136004794477265,64,0.2159390952222687,0.5908861476626028
43,2,1,0,1,3,0.185261670819083,"{""16"": 0.13991119684803877, ""18"": 0.06091566337305132, ""58"": 0.14287950266311555, ""61"": 0.1748566314508743, ""69"": 0.20749145726966475, ""87"": 0.2739455483952553}","[0.6173967541333953, 0.185261670819083, 0.07992944179360978, 0.11741213325391184]",1.7095758793094296,87,0.2739455483952553,0.6562936371157944
44,2,3,0,1,4,0.027066040645767227,"{""28"": 0.6235444377830528, ""34"": 0.0806236339462394, ""58"": 0.2958313358072374, ""69"": 1.4966978540285719e-07, ""72"": 1.329638476139945e-07, ""83"": 1.4499713592517994e-07, ""87"": 1.6483270144465043e-07}","[0.19415823917669156, 0.027066040645767227, 0.6917700283586264, 0.08700569181891485]",0.8578511420304731,28,0.6235444377830528,0.9999994075365296
45,4,2,0,1,6,0.38652997670100875,"{""28"": 0.45630393298052363, ""34"": 0.1308193891666007, ""58"": 0.1164745587656823, ""69"": 2.800963829846269e-10, ""72"": 2.60544311645133e-10, ""83"": 2.718239723700407e-10, ""92"": 0.20047692018965302, ""102"": 0.047942139513002385, ""107"": 0.047983058572073245}","[0.09215746821395115, 0.45592925853105437, 0.06538329655398575, 0.38652997670100875]",1.4880572145916444,28,0.45630393298052363,0.7876002423367774
46,3,3,1,0,4,0.6107814800118273,"{""14"": 0.09810312884933484, ""28"": 0.11125094755370807, ""40"": 6.788994899270862e-08, ""58"": 0.27335911209741665, ""75"": 5.285329084563872e-08, ""92"": 0.3393698951818721, ""102"": 0.17791679557442847}","[0.11787279310369582, 0.20559968022850356, 0.6107814800118273, 0.06574604665597344]",1.500520824411381,92,0.3393698951818721,0.7906458028537173
47,1,1,1,0,5,0.7731800822550216,"{""28"": 0.15488708837458953, ""47"": 0.05120937449793353, ""58"": 0.13720868428662678, ""61"": 0.1405128066168652, ""67"": 0.1460808957462564, ""92"": 0.20963889408014175, ""102"": 0.16046225639758682}","[0.7731800822550216, 0.15128777424440654, 0.06499073117517125, 0.010541412325400658]",1.8914715222481968,92,0.20963889408014175,0.5249882388523182
48,3,3,1,0,4,0.48458235170417735,"{""17"": 0.07176244832174936, ""43"": 0.10409531930263911, ""58"": 0.15264078215422522, ""72"": 0.20139157884785888, ""92"": 0.30000574961377974, ""98"": 0.17010412175974768}","[0.014592357670589497, 0.17441878880162684, 0.48458235170417735, 0.32640650182360637]",1.6967116758393261,92,0.30000574961377974,0.6715014502213863
49,3,4,0,1,5,0.3140518036214095,"{""7"": 0.15158947442622875, ""43"": 0.13317908687438443, ""58"": 0.10668621225309964, ""69"": 0.1353081269883304, ""72"": 0.16445727253064746, ""87"": 0.09984482275301443, ""92"": 0.20893500417429497}","[0.09938080896768234, 0.1446068762003416, 0.3140518036214095, 0.4419605112105667]",1.9179302803747502,92,0.20893500417429497,0.5249817511311712
50,2,2,1,0,2,0.2992250837310753,"{""41"": 0.07118414883589996, ""46"": 0.03546513682759414, ""58"": 0.31022645117103975, ""67"": 0.12763920928516798, ""80"": 0.0342548148981613, ""92"": 0.42123023898213674}","[0.21930805029681666, 0.2992250837310753, 0.28259740449375303, 0.1988694614783551]",1.4121439401853477,92,0.42123023898213674,0.8590958994383444
51,1,1,1,0,4,0.7250239207048836,"{""24"": 0.13852670409847234, ""41"": 0.10307602252379117, ""47"": 0.16855552189430592, ""58"": 0.18120419749771982, ""60"": 0.0770469563461244, ""67"": 0.13070405837840826, ""92"": 0.20088653926117803}","[0.7250239207048836, 0.09004774982766237, 0.11757407741348522, 0.06735425205396874]",1.9035576534194354,92,0.20088653926117803,0.5506462586532037
52,3,4,0,1,6,0.2387502158201044,"{""7"": 0.10747830167232478, ""14"": 0.1430439536261876, ""29"": 0.19204969276394188, ""67"": 0.145619525836845, ""72"": 0.20152752408243446, ""92"": 0.2102810020182662}","[0.15979367800793493, 0.26600919372530496, 0.2387502158201044, 0.33544691244665575]",1.7660523571820517,92,0.2102810020182662,0.6038582188646425
53,4,4,1,0,5,0.5532616079924229,"{""29"": 0.11333263739148573, ""30"": 0.10856882352810987, ""54"": 0.13919084706024304, ""72"": 0.08064337935419029, ""84"": 0.16782177003465332, ""87"": 0.17553409787926738, ""92"": 0.21490844475205034}","[0.05252810922933512, 0.2818626307984406, 0.11234765197980155, 0.5532616079924229]",1.9007295866705838,92,0.21490844475205034,0.558264312665971
54,4,4,1,0,4,0.5573381148910841,"{""43"": 0.5033347793265638, ""70"": 1.1872169611514712e-07, ""71"": 1.4300071163192682e-07, ""81"": 1.4936621200070162e-07, ""84"": 1.4547438124450803e-07, ""92"": 0.49666466411043525}","[0.012279926180704639, 0.12191227558703067, 0.3084696833411806, 0.5573381148910841]",0.6931338907016298,43,0.5033347793265638,0.9999995928032109
55,3,3,1,0,4,0.45612905024470796,"{""43"": 0.28354651143058907, ""49"": 0.2902544501823686, ""70"": 0.0005432417981705313, ""71"": 0.0010904897393538967, ""81"": 0.0010907910710655645, ""84"": 0.0007084653792388756, ""92"": 0.11177611186014241, ""99"": 0.3109899385390709}","[0.3706995365945519, 0.05493316822746688, 0.45612905024470796, 0.11823824493327335]",1.3486855611845492,99,0.3109899385390709,0.8847909001520287
56,4,4,1,0,5,0.47335746911625715,"{""43"": 0.19261000578086232, ""49"": 0.24387518616349824, ""70"": 0.009090224912356833, ""78"": 0.14011401861428327, ""82"": 0.028769136767181236, ""91"": 0.17331655601932938, ""92"": 0.18020056852395908, ""99"": 0.03202430321852985}","[0.21164230538279488, 0.24574516045440606, 0.06925506504654189, 0.47335746911625715]",1.8043301679783692,49,0.24387518616349824,0.6166857604683196
57,4,4,1,0,4,0.42719772090718444,"{""4"": 0.06587182096158331, ""43"": 0.21887076868746883, ""49"": 0.286758183574485, ""54"": 0.06324909436790592, ""55"": 0.15177941465868833, ""109"": 0.2134707177498687}","[0.23533323214238697, 0.15118886255363165, 0.18628018439679708, 0.42719772090718444]",1.6603104927378352,49,0.286758183574485,0.7190996700118225
58,4,3,0,1,4,0.20798913751133025,"{""5"": 0.034009381557672164, ""8"": 0.16514271353041973, ""49"": 0.2304136481855071, ""51"": 0.13198854004612554, ""54"": 0.0917278466386255, ""77"": 0.15394442768252267, ""109"": 0.1927734423591273}","[0.25740897756888675, 0.22819963442039568, 0.3064022504993873, 0.20798913751133025]",1.8424420581193761,49,0.2304136481855071,0.5883298040750542
59,1,1,1,0,3,0.4852951795175321,"{""8"": 0.16170705369124252, ""46"": 0.1827135057316528, ""49"": 0.2153216377044797, ""51"": 0.1283159771599651, ""55"": 0.13190273946599587, ""100"": 0.18003908624666407}","[0.4852951795175321, 0.2779591149193155, 0.10259815655607654, 0.1341475490070759]",1.7752126910862092,49,0.2153216377044797,0.5780742296827965
60,4,3,0,1,4,0.23269621170393276,"{""1"": 0.25017623722520027, ""7"": 0.13255132343289688, ""8"": 0.06284725792263761, ""11"": 0.06971460399101496, ""49"": 0.15598036489261904, ""55"": 0.10093935062062251, ""100"": 0.2277908619150086}","[0.05237937043137383, 0.20832367170125363, 0.5066007461634399, 0.23269621170393276]",1.832345219275213,1,0.25017623722520027,0.6339474640328279
61,2,1,0,1,4,0.4210818022411545,"{""1"": 0.4206359230849737, ""24"": 0.11290490129850163, ""38"": 0.028502504001729587, ""39"": 0.09379189003422457, ""49"": 0.059590388171353065, ""57"": 0.28457439340921725}","[0.44623262396721647, 0.4210818022411545, 0.07435669237001405, 0.058328881421615124]",1.459617315815319,1,0.4206359230849737,0.8181152177926926
62,2,2,1,0,5,0.35530131999841585,"{""1"": 0.24808232621310403, ""24"": 0.10329594681033803, ""30"": 0.03797363163469192, ""38"": 3.2298086259604875e-08, ""43"": 0.07943625885533238, ""57"": 0.5073994259647037, ""111"": 0.02381237822374377}","[0.11780343949575764, 0.35530131999841585, 0.28492125280529446, 0.2419739877005321]",1.338975279737458,57,0.5073994259647037,0.8587776989881457
63,4,4,1,0,3,0.7758151737740893,"{""1"": 0.15258638953804235, ""24"": 0.12497998257810664, ""30"": 0.08992750663850431, ""43"": 0.11186801244067254, ""57"": 0.19087788657682092, ""63"": 0.1361807915849638, ""98"": 0.11495725586606985, ""109"": 0.0786221747768196}","[0.008931377359434474, 0.08661482539640317, 0.12863862347007304, 0.7758151737740893]",2.0446769050642244,57,0.19087788657682092,0.47964506769982707
64,1,1,1,0,5,0.4646310398758206,"{""30"": 0.15253580146175016, ""42"": 0.1940976157133554, ""55"": 0.19481436386493864, ""60"": 0.10793669825963974, ""106"": 0.20616701224344505, ""109"": 0.14444850845687104}","[0.4646310398758206, 0.2835811069100336, 0.2225289490555253, 0.029258904158620425]",1.769008818630542,106,0.20616701224344505,0.5950789918217391
65,1,1,1,0,5,0.7604150464196865,"{""20"": 0.18605389088470012, ""30"": 0.200730783643893, ""42"": 0.1761686344263605, ""55"": 0.046889395788536944, ""79"": 0.22222761214854822, ""87"": 0.057814498095294965, ""106"": 0.11011518501266618}","[0.7604150464196865, 0.05217525630586112, 0.13487023362296954, 0.0525394636514828]",1.826568321305624,79,0.22222761214854822,0.6090122866771414
66,4,4,1,0,5,0.34372679695272657,"{""3"": 0.1440324681498194, ""5"": 0.09985636857993242, ""26"": 0.1477631938625552, ""30"": 0.1915679100850789, ""42"": 0.2708525165125173, ""102"": 0.14592754281009684}","[0.19654595673599337, 0.20331426346110182, 0.2564129828501783, 0.34372679695272657]",1.742919494878365,42,0.2708525165125173,0.6101836204601514
67,2,2,1,0,6,0.5227325764513994,"{""5"": 0.14477900411911448, ""26"": 0.1633454005943404, ""55"": 0.1180722549111768, ""71"": 0.12904139873356196, ""74"": 0.13790187938264167, ""84"": 0.15142477563934986, ""102"": 0.15543528661981465}","[0.1473816342756961, 0.5227325764513994, 0.13540852827726946, 0.19447726099563512]",1.9406395246197292,26,0.1633454005943404,0.47020546285350495
68,4,4,1,0,5,0.5730961701299475,"{""3"": 0.1823234922226067, ""26"": 0.2265529254149086, ""30"": 0.10463533351864952, ""59"": 0.14078790939400312, ""71"": 0.19090762039747655, ""84"": 0.15479271905235562}","[0.02215592324800309, 0.07999475795319012, 0.32475314866885924, 0.5730961701299475]",1.7638238656212109,26,0.2265529254149086,0.5997840380349918
69,3,3,1,0,4,0.4534771099023097,"{""3"": 0.08368440198597432, ""12"": 0.05510750781704462, ""26"": 0.3257454315932376, ""31"": 0.20385316974995096, ""67"": 0.06137170753228701, ""71"": 0.09433657192435325, ""84"": 0.17590120939715229}","[0.1279863199324187, 0.2541557307469635, 0.4534771099023097, 0.16438083941830808]",1.7565726750248043,26,0.3257454315932376,0.7054998107403408
70,1,1,1,0,4,0.37593436969574756,"{""3"": 0.4399307654380345, ""26"": 0.028598073137724785, ""27"": 0.3718141510141598, ""71"": 9.86289494500396e-08, ""78"": 1.0030652792524977e-07, ""99"": 0.11135960933416343, ""113"": 0.04829720214044009}","[0.37593436969574756, 0.2714407183868127, 0.3285505510719634, 0.024074360845476483]",1.221547209478457,3,0.4399307654380345,0.9231045257863578
71,2,2,1,0,6,0.6280450495439677,"{""2"": 0.1580404722132261, ""3"": 0.20981422297213212, ""26"": 0.030363449931371442, ""27"": 0.04440765114773202, ""48"": 0.23428851427911435, ""63"": 0.07736338908079811, ""99"": 0.08175504062305396, ""113"": 0.16396725975257187}","[0.09638697730296426, 0.6280450495439677, 0.18736071458187495, 0.08820725857119303]",1.902783309582832,48,0.23428851427911435,0.6080699970038184
