iSub,iSession,iTrial,text
10,1,70,脖子长，头、尾巴、腿中等长度。
10,1,71,头、脖子长，腿短，尾巴中等长度。
10,1,72,尾巴长，腿短，头、脖子中等长度。
10,1,73,腿长，头、脖子、尾巴中等长度。
10,1,74,头长，腿短，脖子、尾巴中等长度。
10,1,75,头、尾巴、腿长，脖子短。
10,1,76,头、脖子、腿、尾巴等长度。
10,1,77,腿长，头、脖子、尾巴中等长度。
10,1,78,脖子长，头、腿、尾巴中等长度。
10,1,79,尾巴长，腿短，脖子较短，头较长。
10,1,80,头长，腿短，脖子、尾巴中等长度。
10,1,81,脖子、腿、尾巴长，头中等长度。
10,1,82,头长，脖子、尾巴、腿中等长度。
10,1,83,尾巴长，头、脖子、腿中等长度。
10,1,84,脖子、腿较短，头、尾巴较长。
10,1,85,腿、尾巴长，脖子短，头较长。
10,1,86,脖子、尾巴长，头、腿中等长度。
10,1,87,腿短，尾巴长，脖子、头中等长度。
10,1,88,腿长，头、脖子、尾巴中等长度。
10,1,89,尾巴短，腿长，头、脖子中等长度。
10,1,90,头、尾巴、腿较长，脖子较短。
10,1,91,头、脖子长，腿、尾巴中等长度。
10,1,92,头、脖子、腿、尾巴中等长度。
10,1,93,尾巴短，脖子长，头、腿中等长度。
10,1,94,头、脖子、腿、尾巴中等长度。
10,1,95,脖子长，头、腿、尾巴等长度。
10,1,96,头、脖子、腿、尾巴中等长度。
10,1,97,头短，尾巴长，腿、脖子中等长度。
10,1,98,腿长，头、脖子、尾巴中等长度。
10,1,99,腿短，头、脖子、尾巴中等长度。
10,1,100,腿短，脖子长，头、尾巴中等长度。
10,1,101,尾巴长，头、脖子中等长度，腿较短。
10,1,102,腿、脖子长，尾巴中等长度，头短。
10,1,103,脖子长，头、腿、尾巴中等长度。
10,1,104,腿短，头、腿、尾巴中等长度。
10,1,105,脖子较长，头、尾巴中等长度，腿较短。
10,1,106,头短，脖子、腿、尾巴中等长度。
10,1,107,腿长，头、脖子、尾巴中等长度。
10,1,108,头、腿长，脖子、尾巴中等长度。
10,1,109,尾巴长，头、脖子中等长度，腿较短。
10,1,110,腿较长，头、脖子、尾巴较短。
10,1,111,腿较长，头、脖子、尾巴较短。
10,1,112,头、脖子较长，尾巴、腿中等长度。
10,1,113,腿较短，头、脖子、尾巴中等长度。
10,1,114,腿中等长度，尾巴较短，头、脖子中等长度。
10,1,115,腿、尾巴长，头、脖子较短。
10,1,116,头、脖子长，腿、尾巴短。
10,1,117,头、脖子较长，腿、尾巴较短。
10,1,118,脖子、尾巴较短，头、腿较长。
10,1,119,头、脖子、腿较短，尾巴较长。
10,1,120,头较长，脖子、尾巴，腿中等长度。
10,1,121,头、脖子较长，尾巴、腿中等长度。
10,1,122,尾巴、腿较短，脖子较长。
10,1,123,尾巴、腿、脖子较长，头短。
10,1,124,尾巴、腿、头中等长度，脖子较短。
10,1,125,头较长，脖子、腿、尾巴中等长度。
10,1,126,头、脖子、尾巴较长，腿较短。
10,1,127,尾巴短，腿长，脖子、头中等长度。
10,1,128,头、脖子、尾巴较长，腿短。
10,1,129,脖子、尾巴长，腿中等长度，头较短。
10,1,130,腿短，尾巴、脖子、头中等长度。
10,1,131,腿短，尾巴、脖子、头中等长度。
10,1,132,尾巴短，腿、脖子、头较长。
10,1,133,头较短，腿、尾巴、脖子中等长度。
10,1,134,尾巴短，腿、脖子、头中等长度。
10,1,135,腿较长，头、脖子、尾巴中等长度。
10,1,136,头、腿较长，脖子、尾巴中等长度。
10,1,137,腿短，尾巴、脖子、头中等长度。
10,1,138,尾巴、腿中等长度，头较长，脖子较短。
10,1,139,腿、脖子较短，尾巴、头较长。
10,1,140,腿、尾巴较短，头、脖子较长。
10,1,141,尾巴较长。
10,1,142,尾巴较短，腿较长。
10,1,143,脖子较长，头较短，腿、尾巴中等长度。
10,1,144,尾巴较长。
10,1,145,尾巴较长。
10,1,146,尾巴较长。
10,1,147,腿、尾巴较短，脖子、头中等长度。
10,1,148,腿、尾巴较短，头、脖子较长。
10,1,149,脖子较长，头、腿、尾巴较短。
10,1,150,头、腿较长，脖子、尾巴较短。
10,1,151,脖子、尾巴较短，头、腿略长。
10,1,152,腿、尾巴长，头、脖子短。
10,1,153,腿、尾巴长，头、脖子较短。
10,1,154,尾巴、腿头短，脖子略长。
10,1,155,腿短，头、脖子、尾巴中等长度。
10,1,156,尾巴长，头长，脖子、腿中等长度。
10,1,157,尾巴短，脖子、腿较长。
10,1,158,尾巴、腿较短，头、脖子较长。
10,1,159,尾巴、腿头较长，脖子较短。
10,1,160,尾巴较长，腿、头、脖子中等长度。
10,1,161,尾巴、头、脖子较长，腿短。
10,1,162,尾巴、腿、头较长，脖子较短。
10,1,163,尾巴较长，头、脖子、腿中等长度。
10,1,164,尾巴、腿短，头、脖子中等长度。
10,1,165,头、腿、尾巴较短，脖子较长。
10,1,166,尾巴、腿、脖子较短，头较长。
10,1,167,脖子较长，头、腿、尾巴中等长度。
10,1,168,尾巴、头、脖子短，腿较长。
10,1,169,尾巴、腿、头、脖子中等长度。
10,1,170,尾巴较长。
10,1,171,尾巴较长。
10,1,172,尾巴较长。
10,1,173,尾巴较长。
10,1,174,尾巴较短。
10,1,175,尾巴较短。
10,1,176,尾巴短。
10,1,177,尾巴短，头、脖子长。
10,1,178,尾巴长。
10,1,179,尾巴短。
10,1,180,尾巴短。
10,1,181,尾巴短。
10,1,182,尾巴较短。
10,1,183,尾巴较短。
10,1,184,尾巴较短，腿中等长度，脖子、头中等长度。
10,1,185,腿短，尾巴、脖子、头较长。
10,1,186,尾巴长，腿、尾巴长，腿较短。
10,1,187,尾巴长，腿较长，脖子较短，头中等长度。
10,1,188,尾巴长，腿、头、脖子中等长度。
10,1,189,尾巴长，头、脖子、腿中等长度。
10,1,190,尾巴较长，腿、脖子、头较长。
10,1,191,尾巴较长，腿短，头、脖子中等长度。
10,1,192,尾巴较短，腿、头、脖子较短。
