iSub,iSession,iTrial,invalid,noinfo,neck_value,head_value,leg_value,tail_value,neck_direct,head_direct,leg_direct,tail_direct,neck_indirect,head_indirect,leg_indirect,tail_indirect,text
15,1,48,0,0,NA,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,头短，脖子、腿、尾巴长。
15,1,49,0,0,3,3,1,NA,1,1,1,NA,NA,NA,NA,NA,头长，脖子长，腿短，尾巴也比较长。
15,1,50,0,0,3,NA,3,1,1,NA,1,1,NA,NA,NA,NA,脖子长，腿长，头和尾巴短。
15,1,51,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长，其他部分较短。
15,1,52,0,0,2,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，尾巴长，脖子中等长度，腿短。
15,1,53,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,54,0,0,3,NA,3,1,1,NA,1,1,NA,NA,NA,NA,脖子长，腿长，头和尾巴短。
15,1,55,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,56,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,57,0,0,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子短。
15,1,58,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长，其他部分中等长度。
15,1,59,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子长。
15,1,60,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子长。
15,1,61,0,0,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子短。
15,1,62,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,63,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长，其他部分中等长度。
15,1,64,0,0,3,1,1,3,1,1,1,1,NA,NA,NA,NA,脖子长，尾巴长，腿和头短。
15,1,65,0,0,NA,3,3,1,NA,1,1,1,NA,NA,NA,NA,头长，腿长，尾巴短。
15,1,66,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长，其他部分中等长度。
15,1,67,0,0,3,1,3,NA,1,1,1,NA,NA,NA,NA,NA,脖子长，腿比较长，尾巴和头比较短。
15,1,68,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,69,0,0,NA,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,头、脖子、尾巴都长，腿短一点但也比较长。
15,1,70,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,全身都长。
15,1,71,0,0,3,1,3,3,1,1,1,1,NA,NA,NA,NA,头短，脖子长，腿长，尾巴较长。
15,1,72,0,0,1,NA,3,3,1,NA,1,1,NA,NA,NA,NA,腿长，尾巴长，头和脖子稍短一点。
15,1,73,0,0,3,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，脖子长，尾巴长，腿短。
15,1,74,0,0,3,3,3,1,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿长，尾巴短。
15,1,75,0,0,NA,3,1,1,NA,1,1,1,NA,NA,NA,NA,头长，尾巴短，脖子和腿也短。
15,1,76,0,0,3,2,NA,1,1,1,NA,1,NA,NA,NA,NA,脖子长，头中等长度，腿和尾巴短。
15,1,77,0,0,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿短。
15,1,78,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,79,0,0,3,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，脖子长，尾巴长，腿短。
15,1,80,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长，其他部位中等长度。
15,1,81,0,0,1,NA,3,3,1,NA,1,1,NA,NA,NA,NA,尾巴长，腿长，头和脖子短。
15,1,82,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长，其他部位短。
15,1,83,0,0,3,2,3,3,1,1,1,1,NA,NA,NA,NA,腿长，脖子长，尾巴长，头中等长度。
15,1,84,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,85,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,86,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短，其他部分都长。
15,1,87,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长，其次是腿，然后是头和脖子。
15,1,88,0,0,3,3,1,NA,1,1,1,NA,NA,NA,NA,NA,头长，尾巴和脖子比较长，腿短。
15,1,89,0,0,1,NA,3,3,1,NA,1,1,NA,NA,NA,NA,腿长，尾巴长，头和脖子短。
15,1,90,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,91,0,0,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，头和尾巴其次，腿短。
15,1,92,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,93,0,0,1,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，尾巴长，脖子和腿短。
15,1,94,0,0,NA,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,脖子、尾巴长，腿其次，头短。
15,1,95,0,0,1,NA,3,3,1,NA,1,1,NA,NA,NA,NA,腿长，尾巴长，头其次，脖子短。
15,1,96,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
15,1,97,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,头比尾巴长。
15,1,98,0,0,3,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，尾巴长，脖子较长，腿短。
15,1,99,0,0,3,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，尾巴长，脖子较长，腿短。
15,1,100,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,101,0,0,NA,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,头长，腿短。
15,1,102,0,0,NA,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,头、脖子、尾巴长，腿短。
15,1,103,0,0,NA,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,头、脖子、尾巴长，腿短。
15,1,104,0,0,NA,NA,3,1,NA,NA,1,1,NA,NA,NA,NA,腿长，头、脖子其次，尾巴短。
15,1,105,0,0,NA,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,脖子、腿、尾巴长，头短。
15,1,106,0,0,1,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,头、腿、尾巴长，脖子短。
15,1,107,0,0,3,NA,3,1,1,NA,1,1,NA,NA,NA,NA,头、脖子、腿长，尾巴短。
15,1,108,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子短，其他都长。
15,1,109,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,腿短，其他都长。
15,1,110,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长，其他短。
15,1,111,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,尾巴最短。
15,1,112,0,0,3,1,1,NA,1,1,1,NA,NA,NA,NA,NA,脖子长，尾巴其次，头和腿短。
15,1,113,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,尾巴最短。
15,1,114,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子最短。
15,1,115,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长，其他短。
15,1,116,0,0,3,1,3,3,1,1,1,1,NA,NA,NA,NA,腿长，尾巴长，脖子长，头短。
15,1,117,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
15,1,118,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,尾巴最短。
15,1,119,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，其他部分中等长度。
15,1,120,0,0,NA,1,1,2,NA,1,1,1,NA,NA,NA,NA,脖子和尾巴中等长度，头、腿短。
15,1,121,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,尾巴最短。
15,1,122,0,0,2,1,NA,3,1,1,NA,1,NA,NA,NA,NA,头短，脖子中等长度，腿和尾巴长。
15,1,123,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,头长，其次是脖子和尾巴，最后是腿。
15,1,124,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子长。
15,1,125,0,0,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子短。
15,1,126,0,0,3,1,3,3,1,1,1,1,NA,NA,NA,NA,腿长，脖子长，尾巴长，头短。
15,1,127,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,128,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,129,0,0,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头长，脖子短。
15,1,130,0,0,1,3,3,3,1,1,1,1,NA,NA,NA,NA,头长，腿长，尾巴长，脖子短。
15,1,131,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,尾巴长，腿长。
15,1,132,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,133,0,0,2,NA,3,1,1,NA,1,1,NA,NA,NA,NA,腿长，头和脖子中等长度，尾巴短。
15,1,134,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,135,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长，其他短。
15,1,136,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,137,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子长，其他短。
15,1,138,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,139,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
15,1,140,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,141,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,尾巴长，腿长。
15,1,142,0,0,3,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴短，其他中等长度。
15,1,143,0,0,1,1,NA,3,1,1,NA,1,NA,NA,NA,NA,尾巴长，其次是腿和脖子，头短。
15,1,144,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,145,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,146,0,0,2,2,3,1,1,1,1,1,NA,NA,NA,NA,腿长，脖子和头中等长度，尾巴短。
15,1,147,0,0,3,1,3,3,1,1,1,1,NA,NA,NA,NA,腿长，脖子长，尾巴长，头短。
15,1,148,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,149,0,0,3,1,3,3,1,1,1,1,NA,NA,NA,NA,腿长，脖子长，尾巴长，头短。
15,1,150,0,0,NA,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,腿、脖子、尾巴长，头短。
15,1,151,0,0,1,1,3,3,1,1,1,1,NA,NA,NA,NA,腿长，尾巴长，脖子和头短。
15,1,152,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,腿长，尾巴长。
15,1,153,0,0,3,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，尾巴长，脖子长，腿短。
15,1,154,0,0,1,1,3,3,1,1,1,1,NA,NA,NA,NA,腿长，尾巴长，脖子短，头短。
15,1,155,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,156,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,头长，其他都短。
15,1,157,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,158,0,0,NA,3,3,3,NA,1,1,1,NA,NA,NA,NA,头长，腿长，尾巴长。
15,1,159,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,160,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
15,1,161,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
15,1,162,0,0,NA,3,1,1,NA,1,1,1,NA,NA,NA,NA,头长，其次是脖子和尾巴，腿短。
15,1,163,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
15,1,164,0,0,3,1,3,2,1,1,1,1,NA,NA,NA,NA,脖子长，腿长，尾巴中等长度，头短。
15,1,165,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,头长。
15,1,166,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,167,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
15,1,168,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
15,1,169,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
15,1,170,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,171,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,172,0,0,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，头和尾巴其次，脖子短。
15,1,173,0,0,NA,3,3,3,NA,1,1,1,NA,NA,NA,NA,腿长，头长，尾巴长。
15,1,174,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,头长，腿长。
15,1,175,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
15,1,176,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长。
15,1,177,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,178,0,0,NA,3,1,3,NA,1,1,1,NA,NA,NA,NA,头长，尾巴长，腿短。
15,1,179,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,180,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,181,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
15,1,182,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,183,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,184,0,0,NA,3,3,3,NA,1,1,1,NA,NA,NA,NA,头长，腿长，尾巴长。
15,1,185,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,按错了。
15,1,186,0,0,1,3,NA,3,1,1,NA,1,NA,NA,NA,NA,头长，尾巴长，腿和脖子短。
15,1,187,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子和腿长。
15,1,188,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,头长，腿长。
15,1,189,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,190,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
15,1,191,0,0,NA,3,3,3,NA,1,1,1,NA,NA,NA,NA,头长，尾巴长，腿长。
15,1,192,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子长。
15,1,193,0,0,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子短。
15,1,194,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，脖子。
15,1,195,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,196,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
15,1,197,0,0,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子短。
15,1,198,0,0,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子短。
15,1,199,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子长。
15,1,200,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子长。
15,1,201,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
15,1,202,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
15,1,203,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,204,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子长。
15,1,205,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,206,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,207,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
15,1,208,0,0,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子短。
15,1,209,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,210,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,211,0,0,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子短。
15,1,212,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
15,1,213,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
15,1,214,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,215,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长。
15,1,216,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子长。
15,1,217,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,218,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,219,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,220,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,221,0,0,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子短。
15,1,222,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,223,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,224,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,225,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
15,1,226,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,227,0,0,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子短。
15,1,228,0,0,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子短。
15,1,229,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,230,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,231,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
15,1,232,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,233,0,0,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头短，脖子长。
15,1,234,0,0,1,1,3,NA,1,1,1,NA,NA,NA,NA,NA,头短，腿长，脖子短。
15,1,235,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,236,0,0,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,头短，腿长。
15,1,237,0,0,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头短，脖子长。
15,1,238,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,239,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,240,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,241,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
15,1,242,0,0,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,头短，腿长。
15,1,243,0,0,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头短，脖子长。
15,1,244,0,0,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,头短，腿长。
15,1,245,0,0,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头短，脖子长。
15,1,246,0,0,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头短，脖子长。
15,1,247,0,0,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头短，脖子长。
15,1,248,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,249,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
15,1,250,0,0,1,1,3,NA,1,1,1,NA,NA,NA,NA,NA,头短，脖子短，腿长。
15,1,251,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,按错了。
15,1,252,0,0,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头短，脖子长。
15,1,253,0,0,1,1,3,NA,1,1,1,NA,NA,NA,NA,NA,头短，脖子短，腿长。
