iSub,iSession,iTrial,invalid,noinfo,neck_value,head_value,leg_value,tail_value,neck_direct,head_direct,leg_direct,tail_direct,neck_indirect,head_indirect,leg_indirect,tail_indirect,text
6,1,44,0,0,1,NA,3,3,1,NA,1,1,NA,NA,NA,NA,腿长，尾巴长，头和脖子短。
6,1,45,0,0,1,NA,3,3,NA,NA,1,1,1,NA,NA,NA,腿长，尾巴长，头比脖子长。
6,1,46,0,0,NA,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,腿短，头在躯干以上，尾巴长。
6,1,47,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,头在躯干以下，尾巴和腿差不多。
6,1,48,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,腿比较短，头在躯干以下。
6,1,49,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,头比躯干低，头较长。
6,1,50,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,头比躯干高，头较短。
6,1,51,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，头比躯干低。
6,1,52,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,腿短，头比躯干高。
6,1,53,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，头比躯干高。
6,1,54,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，头和躯干一样高。
6,1,55,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，头比躯干高。
6,1,56,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，头比躯干低。
6,1,57,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，头比躯干低。
6,1,58,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，头比躯干低。
6,1,59,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，头比躯干低。
6,1,60,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,腿短，头比躯干高。
6,1,61,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，头比躯干低。
6,1,62,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,腿短，头比躯干高。
6,1,63,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，头比躯干低。
6,1,64,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，头比躯干低。
6,1,65,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,头比尾巴长，头比躯干低。
6,1,66,0,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,腿比尾巴短，头比躯干高。
6,1,67,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子长。
6,1,68,0,0,NA,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,腿短，头长。
6,1,69,0,0,NA,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,腿短，头长。
6,1,70,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，头比脖子低。
6,1,71,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，头比脖子高。
6,1,72,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,腿比尾巴长，头比脖子长。
6,1,73,0,0,1,NA,NA,3,NA,NA,NA,NA,1,NA,NA,1,腿比尾巴短，头比脖子长。
6,1,74,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,腿比脖子长。
6,1,75,0,0,3,NA,NA,3,NA,NA,NA,NA,1,NA,NA,1,腿比尾巴短，头比脖子短。
6,1,76,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,腿比尾巴长，头比脖子长。
6,1,77,0,0,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,朝左，脖子短，头短。
6,1,78,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,朝右，脖子长，尾巴长。
6,1,79,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,朝左，头短。
6,1,80,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,朝左。
6,1,81,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,朝右。
6,1,82,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,朝右。
6,1,83,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,朝右。
6,1,84,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,朝右。
6,1,85,0,0,NA,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头短。
6,1,86,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,腿长，头长。
6,1,87,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,尾巴大于头，脖子大于腿。
6,1,88,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子和腿长。
6,1,89,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴和头长。
6,1,90,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴和头长。
6,1,91,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴和头长。
6,1,92,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴和头长。
6,1,93,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴和头长。
6,1,94,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴和头长。
6,1,95,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长，头和腿差不多。
6,1,96,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,97,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,98,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,99,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,100,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,101,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,102,0,0,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,脖子长，头长。
6,1,103,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,104,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,105,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,106,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子和腿长。
6,1,107,0,0,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,脖子和头长。
6,1,108,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,109,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,110,0,0,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,脖子长，头短。
6,1,111,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,尾巴长，腿长。
6,1,112,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长。
6,1,113,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,114,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,脖子和头差不多长，尾巴和脖子差不多长。
6,1,115,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长，其他短。
6,1,116,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,117,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,头比躯干高，尾巴比脖子长。
6,1,118,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,1,119,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长，头比躯干高。
6,1,120,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长，头比躯干高。
6,1,121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,1,122,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长，头在躯干和腿之间。
6,1,123,0,0,NA,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头短。
6,1,124,0,0,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,头短，腿长。
6,1,125,0,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,腿比尾巴短，头在躯干以下。
6,1,126,0,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,腿比尾巴短，头在躯干以下。
6,1,127,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,腿短。
6,1,128,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,腿比较短。
6,1,129,0,0,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,腿短，脖子长。
6,1,130,0,0,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,腿短，脖子长。
6,1,131,0,0,NA,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,腿短，尾巴长。
6,1,132,0,0,NA,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,腿短，尾巴长。
6,1,133,0,0,NA,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,腿短，尾巴长。
6,1,134,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子长。
6,1,135,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
6,1,136,0,0,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头短，脖子长。
6,1,137,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,138,0,0,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,腿短，脖子长。
6,1,139,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,1,140,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,头长，腿长。
6,1,141,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,头长，腿长。
6,1,142,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
6,1,143,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴短。
6,1,144,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
6,1,145,0,0,1,NA,3,NA,NA,NA,1,NA,1,NA,NA,NA,头比脖子长，腿长。
6,1,146,0,0,1,NA,3,NA,NA,NA,1,NA,1,NA,NA,NA,头比脖子长，腿长。
6,1,147,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,头较长。
6,1,148,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
6,1,149,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,腿和脖子长。
6,1,150,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,腿和脖子长。
6,1,151,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,尾巴和脖子长。
6,1,152,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,腿和脖子长。
6,1,153,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,腿和头长。
6,1,154,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴和头长。
6,1,155,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,腿和脖子长。
6,1,156,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,腿和脖子长。
6,1,157,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴和头长。
6,1,158,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,尾巴和脖子长。
6,1,159,0,0,3,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,尾巴短，脖子长。
6,1,160,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,尾巴和躯干一样长。
6,1,161,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,腿长，尾巴长。
6,1,162,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
6,1,163,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
6,1,164,0,0,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头长，脖子长。
6,1,165,0,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,头短，尾巴短。
6,1,166,0,0,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头短，脖子长。
6,1,167,0,0,NA,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,头短，尾巴长。
6,1,168,0,0,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头短，脖子长。
6,1,169,0,0,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头长，脖子长。
6,1,170,0,0,NA,NA,3,1,NA,NA,1,1,NA,NA,NA,NA,腿长，尾巴短。
6,1,171,0,0,NA,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,腿短，尾巴长。
6,1,172,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,1,173,0,0,1,NA,3,NA,NA,NA,1,NA,1,NA,NA,NA,腿长，头比脖子长。
6,1,174,0,0,1,NA,3,NA,NA,NA,1,NA,1,NA,NA,NA,腿长，头比脖子长。
6,1,175,0,0,3,NA,3,NA,NA,NA,1,NA,1,NA,NA,NA,腿长，头比脖子短。
6,1,176,0,0,3,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,腿短，头比脖子短。
6,1,177,0,0,NA,3,1,3,NA,1,1,1,NA,NA,NA,NA,腿短，头长，尾巴长。
6,1,178,0,0,NA,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,腿短，头长。
6,1,179,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,180,0,0,NA,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,尾头短，头长，腿短。
6,1,181,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,头比躯干高，尾巴长。
6,1,182,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,尾巴和头差不多长。
6,1,183,0,0,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,腿短，脖子长。
6,1,184,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴最长。
6,1,185,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子最长。
6,1,186,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿最长。
6,1,187,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴最长。
6,1,188,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子最长。
6,1,189,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴最长。
6,1,190,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,1,191,0,0,1,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,尾巴长，脖子短。
6,1,192,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长。
6,1,193,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,头比躯干低，腿长。
6,1,194,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,头比躯干高，腿长。
6,1,195,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,头比躯干低，腿短。
6,1,196,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,头比躯干高，腿长。
6,1,197,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,腿短，头比脖子高。
6,1,198,0,0,3,3,1,1,1,1,1,1,NA,NA,NA,NA,腿短，尾巴短，脖子长，头长。
6,1,199,0,0,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子短。
6,1,200,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,头特别长。
6,1,201,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,头特别短。
6,1,202,0,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,腿短，尾巴和脖子差不多长，头短。
6,1,203,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,头比躯干低，尾巴比脖子高。
6,1,204,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,头比躯干低，尾巴比脖子高。
6,1,205,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,尾巴比脖子高，头比躯干高。
6,1,206,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,头比躯干高，腿长。
6,1,207,0,0,NA,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,头比较短，脖子、尾巴长。
6,1,208,0,0,NA,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,腿短，头长。
6,1,209,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,尾最长，依次是脖子、腿、头。
6,1,210,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子最长，依次是头、腿、尾巴。
6,1,211,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿最长，依次是脖子、头、尾巴。
6,1,212,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
6,1,213,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,214,0,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,尾巴短，头短。
6,1,215,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴最长。
6,1,216,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,头最长。
6,1,217,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,尾巴和腿长。
6,1,218,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,头和脖子长。
6,1,219,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,1,220,0,0,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,头最长，尾巴短，像狗。
6,1,221,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,头长，腿长，像狗。
6,1,222,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,分布均匀，像猫。
6,1,223,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,腿特别短。
6,1,224,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长，像狗。
6,1,225,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子最长。
6,1,226,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,头和尾巴特别长。
6,1,227,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,腿特别长，头也长。
6,1,228,0,0,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,腿长，头短。
6,1,229,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子长。
6,1,230,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,腿长，头长。
6,1,231,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,腿长，头长。
6,1,232,0,0,NA,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头短。
6,1,233,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,尾巴长，脖子长。
6,1,234,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,腿长，头长。
6,1,235,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
6,1,236,0,0,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,头短，腿长。
6,1,237,0,0,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,头短，腿长。
6,1,238,0,0,NA,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,头短，尾巴长。
6,1,239,0,0,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,头短，腿长。
6,1,240,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,尾巴长，头长。
6,1,241,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,假设尾巴无关。
6,1,242,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,假设尾巴无关。
6,1,243,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,假设脖子无关。
6,1,244,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,假设脖子无关。
6,1,245,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,假设脖子无关。
6,1,246,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,假设脖子无关。
6,1,247,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,假设脖子无关。
6,1,248,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,假设脖子无关。
6,1,249,0,0,NA,3,1,3,NA,1,1,1,NA,NA,NA,NA,尾巴长，头长，腿短。
