iSub,ruleID,iSession,iBlock,iTrial,stiID,feature1,feature2,feature3,feature4,feature5,category,choice,presskey,rating,feedback,choRT,rateRT,recDU,text,fidelity,Intercept,X1,X2,X3,X4,X5,X1*X2,X1*X3,X1*X4,X1*X5,X2*X3,X2*X4,X2*X5,X3*X4,X3*X5,X4*X5,X1*X2*X3,X1*X2*X4,X1*X2*X5,X1*X3*X4,X1*X3*X5,X1*X4*X5,X2*X3*X4,X2*X3*X5,X2*X4*X5,X3*X4*X5,X1*X2*X3*X4,X1*X2*X3*X5,X1*X2*X4*X5,X1*X3*X4*X5,X2*X3*X4*X5,X1*X2*X3*X4*X5,rule_result
503,1,1,1,61,2,-1,-1,-1,-1,1,1,1,1,6,1,0.931,1.128,3.395,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,62,5,-1,-1,1,-1,-1,1,1,1,6,1,0.525,1.292,3.558,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,1,63,25,1,1,-1,-1,-1,2,2,2,6,1,1.035,0.962,3.018,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,1,64,32,1,1,1,1,1,1,1,1,6,1,0.881,0.936,3.237,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,65,4,-1,-1,-1,1,1,2,2,2,6,1,1.573,1.36,5.148,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,66,2,-1,-1,-1,-1,1,1,1,1,6,1,1.599,1.44,4.956,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,67,17,1,-1,-1,-1,-1,1,1,1,6,1,0.88,1.095,2.072,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,68,23,1,-1,1,1,-1,2,2,2,6,1,1.24,0.974,1.481,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,69,1,-1,-1,-1,-1,-1,1,1,1,6,1,0.947,0.968,2.008,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,70,1,-1,-1,-1,-1,-1,1,1,1,6,1,0.725,1.078,1.971,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,71,14,-1,1,1,-1,1,2,2,2,6,1,2.109,1.228,1.824,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,72,29,1,1,1,-1,-1,2,2,2,6,1,1.211,1.029,1.935,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,73,4,-1,-1,-1,1,1,2,2,2,6,1,1.137,1.002,1.732,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,74,15,-1,1,1,1,-1,1,1,1,6,1,1.386,0.919,1.819,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,75,8,-1,-1,1,1,1,2,2,2,6,1,1.05,0.983,1.849,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,76,10,-1,1,-1,-1,1,2,2,2,6,1,1.102,0.87,1.659,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,77,32,1,1,1,1,1,1,1,1,6,1,0.869,0.95,1.864,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,78,32,1,1,1,1,1,1,1,1,6,1,1.064,0.884,1.79,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,79,20,1,-1,-1,1,1,2,2,2,6,1,1.132,0.972,1.596,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,80,14,-1,1,1,-1,1,2,2,2,6,1,0.771,0.838,1.714,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,81,9,-1,1,-1,-1,-1,2,2,2,6,1,1.285,0.982,2.59,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,82,10,-1,1,-1,-1,1,2,2,2,6,1,1.045,1.046,1.793,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,83,32,1,1,1,1,1,1,1,1,6,1,0.647,0.854,1.794,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,84,16,-1,1,1,1,1,1,1,1,6,1,0.993,0.854,1.882,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,85,12,-1,1,-1,1,1,1,1,1,6,1,0.783,0.894,1.78,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,86,9,-1,1,-1,-1,-1,2,2,2,6,1,0.994,0.917,1.808,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,87,29,1,1,1,-1,-1,2,2,2,6,1,0.961,0.85,1.732,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,88,31,1,1,1,1,-1,1,1,1,6,1,1.235,0.987,1.759,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,89,10,-1,1,-1,-1,1,2,2,2,6,1,1.282,0.885,1.728,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,90,7,-1,-1,1,1,-1,2,2,2,6,1,1.18,1.413,1.742,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,91,22,1,-1,1,-1,1,1,1,1,6,1,0.937,0.818,1.538,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,92,15,-1,1,1,1,-1,1,1,1,6,1,0.628,0.708,1.646,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,93,21,1,-1,1,-1,-1,1,1,1,6,1,0.781,0.87,1.67,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,94,30,1,1,1,-1,1,2,2,2,6,1,1.038,1.165,1.628,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,95,27,1,1,-1,1,-1,1,1,1,6,1,0.893,0.875,1.764,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,96,22,1,-1,1,-1,1,1,1,1,6,1,0.601,0.87,1.818,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,97,17,1,-1,-1,-1,-1,1,1,1,6,1,1.339,0.977,2.204,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,98,4,-1,-1,-1,1,1,2,2,2,6,1,0.884,2.083,1.852,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,99,4,-1,-1,-1,1,1,2,2,2,6,1,0.956,0.889,1.961,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,100,6,-1,-1,1,-1,1,1,1,1,6,1,0.832,1.013,1.939,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,101,18,1,-1,-1,-1,1,1,1,1,6,1,0.558,0.862,1.856,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,102,7,-1,-1,1,1,-1,2,2,2,6,1,0.912,1.027,1.933,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,103,4,-1,-1,-1,1,1,2,2,2,6,1,0.783,1.148,1.655,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,104,20,1,-1,-1,1,1,2,2,2,6,1,0.666,0.847,1.668,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,105,17,1,-1,-1,-1,-1,1,1,1,6,1,0.712,0.873,1.702,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,106,9,-1,1,-1,-1,-1,2,2,2,6,1,0.682,0.759,1.64,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,107,4,-1,-1,-1,1,1,2,2,2,6,1,0.973,0.76,1.565,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,108,32,1,1,1,1,1,1,1,1,6,1,0.533,0.844,1.569,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,109,7,-1,-1,1,1,-1,2,2,2,6,1,1.164,0.876,1.46,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,110,5,-1,-1,1,-1,-1,1,1,1,6,1,0.741,0.833,0.385,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,111,19,1,-1,-1,1,-1,2,2,2,6,1,0.998,0.988,1.648,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,112,28,1,1,-1,1,1,1,1,1,6,1,0.855,1.512,0.482,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,113,7,-1,-1,1,1,-1,2,2,2,6,1,1.316,1.031,1.649,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,114,5,-1,-1,1,-1,-1,1,1,1,6,1,0.802,0.966,1.691,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,115,27,1,1,-1,1,-1,1,1,1,6,1,0.897,0.993,1.551,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,116,19,1,-1,-1,1,-1,2,2,2,6,1,0.97,0.98,1.528,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,117,27,1,1,-1,1,-1,1,1,1,6,1,0.746,1.135,1.388,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,118,16,-1,1,1,1,1,1,1,1,6,1,0.975,0.91,1.659,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,119,14,-1,1,1,-1,1,2,2,2,6,1,1.314,0.907,1.701,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,120,26,1,1,-1,-1,1,2,2,2,6,1,0.854,0.392,1.368,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,121,10,-1,1,-1,-1,1,2,2,2,6,1,0.759,0.845,1.397,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,122,31,1,1,1,1,-1,1,1,1,6,1,0.809,0.821,2.145,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,123,2,-1,-1,-1,-1,1,1,1,1,6,1,0.689,0.69,1.399,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,124,27,1,1,-1,1,-1,1,1,1,6,1,0.665,0.774,1.435,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,125,2,-1,-1,-1,-1,1,1,1,1,6,1,0.529,0.773,1.547,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,126,5,-1,-1,1,-1,-1,1,1,1,6,1,0.602,1.012,1.593,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,1,2,127,25,1,1,-1,-1,-1,2,2,2,6,1,1.094,0.669,1.495,第2和第4个格子的颜色不同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
503,1,1,2,128,32,1,1,1,1,1,1,1,1,6,1,0.566,0.872,1.518,第2和第4个格子的颜色相同。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
